text,label,stars
"Заказывала 8 шт!! Пришло 2 шт! Ужас!!
Очень расстроили!!!",0,1
Очень вкусный. Буду брать еще,1,5
"Очень свежие, вкусные, натуральные! За это спасибо. А звезду снимаю за то,что всё же я у вас заказываю ЧИПСЫ,а не труху. Это неприятно. Если вы заявляете,что вы продаете чипсы,то должна быть возможность пальчиками брать каждую &#34;чипсину&#34;,а не ложкой черпать) пс.возможно вам следует упаковывать ваш товар в плотную упаковку",1,4
"Дизайн, качество материала, вместительность - все прекрасно. Но в первой же поездке молния расползлась...сама тканевая основа молнии просто разлезлась.... очень это расстроило...Для производителя очень хочется сказать - при такой ткани, таком дизайне не стоит экономить на фурнитуре...",0,3
Отличная дорожка на стол,1,5
Нашли кусок стекла,0,1
"Удобный и функциональный манеж, но запах, ужас, не понимаю, как люди, пишущие отзыв, что он не пахнет, его не чувствуют! 🤢 я уже манеж и постирала и утюгом пропарила и на улице стоял, пока результата ноль, возможно еще время надо🤷‍♀️ обидно по поводу запаха, поэтому 3 звезды.",0,3
"Качественный товар, своих денег стоит 👍",1,5
"Отказ,тк носики были в клею(",0,3
"Очень ждала ее. Пришла сломанная, коробка и упаковка была целая, значит косяк продавца, а не доставки. Спишут еще 100 рублей за возврат 👍🏻 Не рекомендую 💩",0,1
"Банка пришла с открытой крышкой, вся паста наружу. А вот пасту не пробовал",0,1
"Квест крутой, должен понравиться девочке 9 лет",1,5
"Непорядочный продавец! Вместо белой прислал чёрную краску. Хотя в заказе была именно белая. И дополнительно я писал, чтобы не перепутали. Вместо извинений с меня еще удержали 100 р за возврат. Господа, это фейл. Позорище. Я жду возврат моих денег мне на счет.",0,1
"Беру уже третий раз, Вкусный. Настоящий.",1,5
"Очень хороший и качественный товар, пахнет деревом. Всем рекомендую.",1,5
"Чай пришёл в помятой банке, крышка лопнутая, да ещё и плохо закручивается, подарок испорчен",0,1
"Беру не в первый раз, всё устраивает всё довольны....",1,5
"Господи,я кайфую.Мыло суппееерр.Запах божественный. Дети орут что на весь дом ""воняет""😆😆😆.мыло свежее(ещё мягкое)пенится хорошо,мелкими плотными пузыриками.однозначно это мыло теперь мой фаворит.Буду заказывать ещё",1,5
"Они пришли уже с дырками. Я конечно понимаю, что перчатки дешевые, но разве это повод делать изначально некачественный товар?",0,3
"На Шевроле Круз седан 2012, подошёл, смотрится красиво. По качеству всё ок.",1,5
"Пижама средне ,но я думала трикотаж,а ткань просто тонкая футболка  цвет белый и вместо 50р -46р",0,3
"Так, ну и я к вам с отзывом) 
Давно мечтала попробовать сыроделие, и у меня тоже все получилось. Молоко брала пастеризованное, которое скисает за 3 дня. Сыр получился мягким, вкусным, сливочным. По вкусу именно сыр, а не творог. Слегка переборщила со временем просолки, правда. Делала из 2-х литров, но лучше было бы делать из 3-4-х, головка была бы объемнее. 
 
Теперь о факапах)) 
Все шло хорошо до момента вымешивания зерна: образовался не очень плотный сгусток, из-за этого при вымешивании многие кубики повредились и превратились в мелкие ошметки, которые прошли сквозь дырочки в форме и пришлось их отлавливать мелким ситом и принудительно возвращать на место. 
 
Подскажите, пожалуйста, в чем может быть ошибка, и как ее избежать? Может быть, я недодержала его на каком-то этапе? Или неправильно вымешивала? Или секрет был в том, чтобы выстелить дно формы марлей? Температурный режим выдерживала четко тот, который требуется. 
 
И еще подскажите, пожалуйста, артикул формы для сулугуни)",1,5
"Маленькие, тоненькие. Скорее, сувенирные.",0,3
У клиентов на него аллергия.,0,1
"Первый раз с таким сталкиваюсь на ВБ, пришел абсолютно пустой флакон.",0,1
"Брала на подарок, упаковка целая, открывать не стала",1,5
"Качество хорошее, строчки ровные.",1,5
"Заказала 3 баночки меда от разных производителей, на пробу! Этот самый лучший!!! Очень вкусный, ароматный!!! СПАСИБО!!! ❤",1,5
Какой же ты вкуууусненький🤗,1,5
Доставлен во время,1,5
"Купила кофту цвет изумруд, после первой стирки( ручная, вода прохладная) кофта стала просто чёрной. Мрак полный.",0,1
"Мёд сказка,за такую цену ,буду заказывать но аромат с моим с дачи не сравнить",1,5
"Красивый цвет.Укладывать в пару слоев,по консистенции больше полупрозрачный-не плотный,но и не жидкий.",1,4
"Вообще не понравились. Дёшево смотрятся, синтетика. Цена очень завышена.",0,1
"Греет, но синий свет(ультрафиолет) видимо не в этом комплекте:) ((((((",0,3
Пришёл с дырой у большого пальца,0,3
"Заказала такой карбид как на 1 фото, а пришел как на 2 фото, очень возмущена, отказалась от заказа!!!!😤",0,1
Долго шло,1,4
"Что могу сказать.. заказывала маме в подарок.получила не качественный товар.Фото прикладываю. Упаковано было отлично.Вся в пупырку(ее не пожалели),в коробку.Делаю вывод,что при транспортировке так повредить коробку мало вероятно,значит брак.",0,3
"Замучилась застёгивать, пришлось расширять дырки ножницами, иначе они не закрывались вообще! Но это не вариант, т.к. теперь пазы не держат. Не продумана застёжка. Поберегите женские руки!",0,2
"Не прошло и недели,как тапки развалились",0,3
"Плохая проклейка ткани, кнопки прожимаются очень дёшево, получилось заказать нужный цвет только со второго раза. Чехол просто выглядит красиво, а качество отвратительное",0,1
Идеальная...греет хорошо. Рекомендую,1,5
"Карандаши отличные, дочка довольна",1,5
"Соединители плохо фиксировались, тем самым коляски разъезжались. Отказ. За некачественный товар сняли деньги за возврат некачественного товара, в нарушении ФЗ ""О защите прав потребителей"".",0,1
На одной перчатке была дырка. Поэтому отказ.,0,3
Не подошел товар,1,4
Очень вкусные!,1,5
"Привезли другую, на пв даже проверила, показалась голубой, а на деле зелёная, пахнет интересно травами. Но тем не менее..",0,3
"Принимаю данные витамины 3 день ,спустя 30 минут после приёма ,начинается жуткая рвота ,2 дня грешила на свеклу ,сегодня выпила специально ещё раз и вуаля ,меня начало выворачивать .Я не знаю что там такого добавлено ,что вызывает у меня такое отторжение .Ни с одними витаминами такого не было ,очень жаль потраченных денег ,баночка отправляется в мусорка",0,1
Все отлично,1,5
"Краска через сюрприз долго держится, если красить тëмные волосы, будет зелёный через некоторое время",0,3
"Заказывала с миньонами,дочка их любит.. пришли непонятно какие игрушки, для мальчиков...полуразрушенные бомбочки.... в остальном норм бомбочка.",0,3
Карандаши не очень мягкие . Пришли без повреждений .,1,4
"Обычный подсолнух вообще ничего особенного, неделю постоял потом все головки повисли ну фиг знает в чем красота",0,2
"Спасибо,попробуем сделать свой сыр",1,5
"Здравствуйте, когда деньги вернёте за товар? Спасибо.",0,1
"Выходит дешевле чем в Ашане набор,губки хорошие",1,5
"Кроссовки мне понравились, для машины самое то, но стерлась даже сидя подошва😂 купила в январе. Я постоянно в машине, из машина до магазина, до дома, практически не хожу пешком. (((( увы и ах.  1800 они явно не стоят, за 1000 еще худо бедно. Смотрятся хорошо, но и качество соразмерно цене. Мой размер 37",0,3
"Очень вкусный и ароматный крем мед , рекомендую",1,5
Все отлично,1,5
Ремень не нашли….😤,0,1
"Вместо 4 штук фольсваген, был 4 положен хендай 🤔",0,1
"Не разделяю восторженных отзывов. Хлипкие, обшиты дешевым страшненьким материалом.  Внутри шкафа еще как-то можно использовать, а на видном месте такой стрёмный не поставишь. Намного круче выглядят короба обшитые хлопком, а это тряпка какая-то.",0,3
Очень красиво смотрятся.,1,5
"Очень хорошие, забавные картинки, плотная бумага, покупала детям (5лет, 3года), им понравилось, мне цена понравилась, спасибо! Позже закажу такие в сад, думаю большой компанией раскрашивать будет интересно❤️",1,5
"Кукла не светится, не слайм а пластелин какой-то липкий,волосы не по всей голове",0,1
Спасибо. Все на 5,1,5
"Мед хороший,но запах липы,я ожидала классический цветочный.Не переношу запах липы",1,5
"Отказ,ящик плохой ,никак не укреплен,разваливается ,такое дарить нельзя",0,3
Суперский!!! Для подарка вообще отлично!!! И как владелец 3 булей вообще в полном восторге!!!,1,5
"По свету и подключению охренительная. 
Единственный и сам большой минус, отлипает от поверхности телевизора. Всё сделал по красоте, обезжирил поверхность, приклеил, прижал. Первые 30 минут держалось, к вечеру начало отлипать. К утру большая шесть уже отлипла.",0,3
"Очень яркие цвета. Очень мягкие, поэтому расход большой.",1,5
"Супер. Почти нейтральный запах, а при регулярном использовании запаха пота вообще нет! Пользуюсь уже давно, но раньше заказывала у производителя.",1,5
Очень мягкая ткань из за этого вытягивается из крепления,0,2
"Очень счастлива получить не ту расцветку , а мне дарить подарок. Но забрала ...некогда ждать другой товар , а если придёт не тот",0,2
Мёд очень вкусный 👍,1,5
"Не поняла восторженных отзывов( При доставании льда, рвется весь пакет... это в первом случае... во второй упаковке вообще некоторые не проклеены... не рекомендую! 3 звезды только за то, что быстро доставили",0,3
"Размер на 39 взяла 40, сильно давят на пальцы, но взяла с надеждой разносить, у кроссовок помимо подошвы скрытый каблук, что не очень уже похоже на кроссовки, выглядят отлично,  но долго мне в таких не походить, вообще не удобно, постараюсь привыкнуть конечно, доставка очень быстрая, на счёт качества посмотрю в процессе носки, немного разочарована",0,3
Чувствуешь что там настоящая облепиха!,1,5
Маломерит. Не соответствует описанию. Возврат.,0,2
"Купила полукомбинезон этой марки второй раз, тк предыдущий относили два года без каких-либо нареканий. Надели его на прогулку максимум 5 раз и на правой штанине сзади отслоился верхний слой и разорвался. Стала рассматривать штаны внимательно - обнаружила такое же расслоение между ног и на левой штанине сверху. Очень расстроена, тк к штанами купила ещё и куртку. Заказала такие же новые,но при проверке в пункте WB на новых штанах тоже нашла отслоение ткани в нескольких местах, а так же трещины на верхнем слое. Фотографии приложила старых штанов (3 шт) и новых (2шт).",0,3
Товар пришел в сортировочный центр уже битый,0,1
"Масло для массажа мне понравилось. Тёплый восточный аромат, классная надёжная упаковка, всё в целости. Пользуюсь с удовольствием.",1,5
Пульт пришел без задней крышки,0,2
"Ткань колючая, паховая зона открыта, смотрится дешево",0,2
Беру не первый раз. На сеоодня для меня лучшее.,1,5
Очень жесткая,0,3
"Цвет как зеленка, блесточки очень мелкие серебристые, почти не заметные. Но неприятным сюрпризом было то, что лак витраж, в два слоя практически прозрачный, просвечивает.",1,4
"Отличное качество, дети с удовольствием играют. Спасибо!",1,5
Понравился,1,5
Капсулы хорошие.,1,5
очень вкусный,1,5
Линяет при первой стирке,0,1
"Пришел бракованный , метал тонкий за такую цену 🙂",0,1
"Отказ, раковина вдребезги. Перезаказала.",1,5
"Отличное средство, запах приятный. Упакована бутылочка на 5+",1,5
"Очень вкусный ,похож на гречишный,не знаю на сколько настоящий, надеюсь, всё-таки на порядочность производителя,но заказывать буду ещё . Взяла маме цветочный и с имбирем и лаймом. Очень вкусные и цена хорошая. Рекомендую. Упакованно было отлично.",1,5
"Елка на металлическом каркасе, не литая, я не такую ожидала увидеть",0,3
Пришли в разбитой банке,0,2
Отправили просроченный на неделю клей((,0,1
"Хорошая футболка
Еще не стирала 
Чуть тонковата поэтому 4 звезды",1,4
"Очень довольна точилкой , только брать надо батарейки мощнее , у меня простые и немного медленно крутит",1,5
"Так и не купил, потому что пришли два левых ботинка. Пришлось отказаться от данной модели.",0,1
"Штамп проваливается внутрь, приходится постоянно вытаскивать подушечку",0,2
Много лишних деталей в модели ( имхо),0,3
"К сожалению, банка оказалась вскрытой, и часть пасты протекло. Поэтому отказ. Придётся перезаказать.",0,3
"Могло бы быть все хорошо, если бы не ЭТО. Я не знаю кто это, швея 14 с грязными руками или возможно именно эти шторы кто-то уже заказывали и запачкал (ну так вы проверяйте тогда, что вам возвращают). 
Очень не приятно на такое натыкаться! Противно. Конечно возврат, я хочу новый товар, а не перестирывать за кем-то.

Под разным освещением фото. Из плюсов в шторах только цвет, красивый (на 3 фото больше похож на реальный).",0,2
"Пришли совсем другие наклейки. Заказывал второй пак наклеек, а пришли другие.",0,1
Пришел не того цвета. Скрипят внутри пружины как в старом кресле. Три копейки ему красная цена.,0,1
"Ужасное состояние манекена, ржавчина на трубе!!!",0,1
Немного протёк из треснутой крышки. А так всё норм.,1,4
На картинке показаны другие эти гораздо укорочены.,0,2
"Подушка хорошая, яркая. Единственное, но , ткань синтетика прям очень аж щелкает. Но мы брали ее не для спать, поэтому норм.",1,5
Говно,0,1
Отличные холсты. Ребенку учиться большего и не надо.,1,5
Товар пришёл ужасного качества. На всех углах по внешней стороне стёрта краска.,0,1
"Хорошие карандаши, особенно на акварельной бумаге!",1,5
Даже за такие деньги качество плохое. На один раз.,0,1
"Отличный диск, работаю такими давно , легкий не расшатывает ручку фрейзера . Доставка быстрая .",1,5
"Понравился аромат, хорошо расслабляет, текстура идеальная для массажа. Советую попробовать",1,5
"Вкуснятина. Всё гениально - просто. Кусочки арахиса вместе с жижицей - просто объедение, так и тает во рту",1,5
"Купила мужу на 23е:) Не ради ароматов , а просто для декора в машину. Очень нравится! Спасибо! Ароматизатор вроде тоже приятный.",1,5
Очень вкусный чай,1,5
Классная штука всём советую,1,5
"Все отлично, густой брала для френча, разводов нет.",1,5
Помогает от боли в спине и позвоночнике,1,5
Доставили не тот цвет. Жду информацию.,0,1
"Товар соответствует описанию, упаковка хорошая, рекомендую",0,3
"Такое отвратительное качество, менее месяца продержались, думал хотя бы на сезон. Прошу обратить внимание носка только вечером и раз в два дня и по выходным.",0,1
"Сахарница хорошая, упакована на совесть, а вот ложку изначально положили сломанную, не хватает одной детали. Позор продавцу .",0,2
Сломался спустя 2 месяца после покупки,0,1
"За такие деньги ожидалось что то получше качеством. В целом рюкзак неплохой, но выглядит дешево. Брала в подарок сестре, для школьника подойдет, вместительный.",0,3
"К телу не прилегает, сзади широко, возможно на полного человека будет хорошо. А плечи чуть поджимают, на рост 160, 46 размер.",1,4
"Блин,я в шоке.  От вкуса,разнообразия и состава! Раньше только 1-2 фирмы подобных батончиков  и протеинов признавала.... Теперь только эти!! Сожрала сразу 3 батончика,убрала на самую высокую полку😁😁😁😁😁
ЕСТЕСТВЕННО РЕКОМЕНДУЮ!! спасибо!!",1,5
"Масло совершенно не соответствует заявленому описанию,запах едва чувствуется,на тюбике нет ни состава ,ни где произведено это масло,запах отдает подсолнечным маслом,вообщем ерунда полная👎🏼👎🏼👎🏼деньги на ветер",0,1
"Хороший рюкзачок, все параметры подходят по описанию.",1,4
Дефлекторы кайф,1,5
Перчатки в дырках и затяжках,0,2
Брала чёрное бесшовное.  На худеньких и с маленькой грудью не подойдёт. ластовицы на трусах нет. Хотя по отзывам у других есть. Судя по всему комплекты все разные. Лямки длинные. Не регулируются. Трусы на объем 90см катастрофически  большие.,0,3
"Браслет хороший, пришёл в срок, брать нужно на 1-2 размера больше, кому как нравиться носить. На размер 21 взяли 23",1,5
Насос совсем не качает,0,1
"Качество отвратительное, не советую покупать.",0,1
Очень вкусный мед.Большое спасибо!!!,1,5
"Тату красивое! Но!!!! Пришла вся помятая, изломанная, поэтому конечно пришлось отказаться. Сняли деньги за возврат!!! Прислали испорченое и возврат списали в пол стоимости тату! Просто ужас",0,2
"Пришли конечно очень сильно поломанные, в меру сладкие, хрустящие, ароматные",1,5
Шикарный. Консистенция пудра. У этого производителя лучший. Без него на тренировках прям напряжно))),1,5
"Заказали прямоугольную, пришла круглая, возврат и перезаказ!!! Очень недовольны! Сейчас пришлось перезаказывать в другом цвете, т.к фиолетовый отсутствует. Могли бы прислать в другом цвете, но не в другой форме, полное разочарование в лингвистике.
Очень прошу прислать мне тот товар, который я заказываю, не надо отсебятины",0,1
Тарелочки очень маленькие (как детские . Хотелось бы побольше,1,4
"Хорошие губки, не крошатся",1,5
"Пениться неплохо, детям очень нравиться запах. Спасибо",1,5
"Хорошая соль для ванны. Она довольно соленая, хорошо растворяется. Кожа после ванны мягкая. Аромат мяты и лаванды расслабляет.",1,5
Пришло 8 штук вместо 10!!!!,0,3
"Отличные карандаши! Удобно, что толстый грифель",1,5
Один крючок пришёл без пары!,0,2
"Паста вкусная однозначно, но пришла вскрытая. Отмечу то, что вскрытую ее упаковали на складе. Я ее забрала на свой страх и риск. Должно быть стыдно за такие поступки. Я плачу немалые деньги и хочу получить качественный товар. Ставлю три звезды за вкус. А за отношение к клиентам минус.",0,3
Не соответствует размерам,0,1
Пришла разбитая,0,1
Самый вкусный кофе на мой взгляд,1,5
Пришёл только один комплект наклеек с каким-то камнем,0,3
Шорты хорошие. Но советую покупателям быть внимательнее. В корзину положили шорты за 1900 во время доставки поставщик поднял цену до 2800 и сняли 2800.,0,1
"Губки отличные. Оттерла след от наклейки на холодильнике, который был там лет 5 и ничем не убирался. С известковым налетом на смесителе справился не на 100%, но значительно лучше любого другого средства, которые я пробовала. Одной Губки хватило на холодильник, смеситель, фартук на кухне из керамогранита и она еще не закончилась, хватит на что-то ещё",1,5
"Приятная сыворотка, легко и быстро впитывается. Рекомендую",1,5
"Достойный и богатый состав.
Упаковка вроде и простая, но удобная. Можно нанести непосредственно на кожу, пипетка дозирует то, что надо, закрутить, а после- растирать по телу.
Тогда упаковку не придется трогать масляными руками, пачкать, постоянно протирать, как это у меня часто бывает.
Хотелось бы, чтобы производитель прислушался, да и наклеечка с составом была не на пленочке защитной, а непосредственно на флаконе.",1,5
Занимательно и увлекательно! Девочки в восторге! Рекомендую.,1,5
"Туника нормальная, но пришла в жирных пятнах по спинке и спереди. По этому отказ.",0,3
"Все хорошо упаковано, отдельно в коробку положили. Минус звезду за то что горчит, орех пережаренный (сгоревший что ли) а так паста густая , натуральная",1,4
"Хороший гель, пахнет бомбезно, пениться хорошо",1,5
Маломерит,0,3
Маломерки,1,4
"Свежая,сочная,вкусная!Очень понравилась!Отдельное спасибо за пакетик кофе бонусом!Буду ещё заказывать ))",1,5
"Брала в комплекте с цепочкой. Просто прелесть. Полное соответствие с описанием. Размер 18, кисть узкая. Немного свободно. Качество прекрасное. Плетение Бисмарк мне очень нравится. Очень изящный браслет. Элегантно смотрится на руке. Спасибо производителю за прекрасное настроение от приобретения этого браслета вместе с цепочкой. А магазину за достойную, быструю доставку и, как всегда, замечательное обслуживание покупателей. WB- ты лучший. Обожаю шопинг, особенно получать удовольствие от качественных и стильных вещей.",1,5
на воротнике  сшито отвратно,0,1
"Запах слишком сладкий для меня, отказ. Упаковано было надежно",1,4
Пришли вообще не колготки.,0,3
На вид не плохо но не под каждую ногу в пятке давят может разносятся.на 39взял 40 великоваты даже с теплым носком.из минусов порезан замок в дольнейшем порвётся досадно.,1,4
Не стоит денег,0,1
"На 10 про не подошли, слишком длинные. Плюс держатся некрепко, отклеиваются простым надавливанием. Салфетки сухие, ничего не очищают",0,1
Ребёнок доволен.Все целое,1,5
"Великолепные карандаши! Очень красивый,качественный набор...яркие и насыщенные цвета,карандаши мягко рисуют,легко точатся и приятно пахнут деревом.Очень довольна,прекрасный набор карандашей!",1,5
Размер LM на 44 подошло . Качество хорошее.,1,5
"Великолепный!!! 🤩Запах супер!!! ♥️ Флакончик с ароматом, продаётся отдельно ?",1,5
"Спасибо,упаковано удобно для того,что бы перенести.",1,5
На крупных женщин,0,2
"Долго собирается, очень воняет, кривой",0,3
"Пришло без геля и жидкости, пакет разорван, одно разочарование. И по какой причине с меня берете 100 р за возврат???",0,1
"Качество, внешний вид и даже бирка и крепление бирки не соответствует заявленному - заявленному бренду. 
Наша семья ранее постоянно покупала и долгие годы пользовалась и постельным бельем и другими изделиями фирмы Tana. И мы прекрасно знаем качество товаров данной фирмы.
То что вы поставляете - это не сатин! Ткань сатин имеет совершенно иное качество! И заявленная плотность 200 на самом деле представляет собой совершенно иное качество, чем то что вами сделано. 
То что вы выдаете за качество фирмы Tana в лучшем случае сделано на кавказе в Пятигорске.
Фирма Tana никогда не вешала бирку своего бренда на булавку!
Вы даже не соблюдаете соответствие заявленной картинке и поставленного товара: на картинке внутренняя сторона пододеяльника выполнена из того же материала что и простынь; по факту - пододеяльник выполнен из единой ткани (внешняя и внутренняя стороны). Сэкономили на материале.",0,1
Хороший мед!!!,1,5
"Жидкий тальк, ещё и аллергия началась от дезодорант.",0,3
"Заказ пришол быстро.
Шампунь густая, запах отличный.",1,5
"Плохой состав, детям не рекомендую. На вкус химия.",0,1
Очень классный кусторез.,1,5
Запах не очень,0,2
Пришёл совершенно другой боди и другого размера,0,1
"Доставка во время. Грелка соответствует описанию и своей функциональностью! Нагревается быстро. Хорошая, стоящая вещь!",1,5
"Шарики большие и скрипучие. 
Пришли в мешке из под картошки. ((((",0,3
"Девочки, это самое вкуснопахнущее масло, которое у меня было когда-то! Производитель отлично упаковывает товар. Масло впитывается, увлажняя кожу.",1,5
"Заказ был на четыре этикетки на листе , прислали две ????????",0,1
Всем довольна!,1,5
"Ткань классная! Цвет красивый! На этом плюсы заканчиваются :( Полотна очень сильно отличаются по ширине (фото 2), сострочены между собой (поддержка утверждает, что можно просто их разрезать, но больше я ни у одного производителя такого не видела), швы кривоваты (то толще, то Уже) и стянуты. Сама ткань понравилась, но то, что сделала с ней швея 10, просто преступление. 😳 в пакете со шторами вложены контакты, чтобы можно было в случае брака связаться с производителем. Сначала в телеграмм подробно пишешь, потом отправляешь туда кучу фото. Потом тебя переводят в чат в ватсап - и там все сначала, подробно описываете, прикладываете все фото. Параллельно сыпется куча одинаковых сообщений в чат от бота, максимально неудобно. Никаких «обмен за наш счет», как тут пишут в ответ на отзывы, я не услышала. Только предложение отнести в вайлдбериз и перезаказать. Ну и возврат брака самой оплатить, видимо. Спасибо)) как раз делаю ремонт в новом доме, шторы в другие комнаты заказала у другого продавца)",0,2
"Пришло все хорошо упаковано,пахнет обалденно детям нравится.",1,5
Весы с чашей или нет в описании да на пункте выдочи дали без чаши,1,4
"Отличная поилка! Коты боялись её сутки, дальше- пьют с удовольствием) Тихое журчание воды, очень простая сборка)",1,5
"Юбочка с лямками классная, но малавата, отказ.",0,3
"Милая булка. Аромат цитрусовый, легко выветривается, но можно использовать любые другие масла",1,5
Отличный. Мне понравился,1,5
"Товар ужасен. и за возврат с меня сняли полную стоимость? Вы уверенны, что это нормально?",0,1
"Очень,очень нравится эта зубная паста🙂🙂хорошо чистит зубы,освежает полость рта.спасибо магазину🤗🤗🤗",1,5
"Вкусный мёд, спасибо, будем заказывать ещё",1,5
"Ребенку понравились )) сам выбрал, сам забрал, сам клеит и смывает ))",1,5
"Покупала мужу на Новый год, ему так понравилось☺️ Носит с удовольствием, все с браслетом хорошо. Продавца рекомендую",1,5
"Подушка ооооочень жесткая, как кирпич. Также довольно дешевый и не особо приятный материал самого чехла((",0,2
"Патчи оставляют следы на коже! Решила проверить перед клиентом, всего 15 минут были на руке, след заметен спустя час! Я расстроена. Куда написать, чтобы вернули деньги?",0,1
"Греет хорошо, но не долго) нам на минут 30 хватило. 
А так вещь хорошая, нужная и компактная",1,4
Отлично ложится .,1,5
"Никакой! Цвет яркий, сам купальник сзади просвечивает, и на мой 164 не хватило ростовки, чашки на середины груди оказались:) однозначно возврат, широкий и узкий, не те пропорции",0,3
"Брала сразу гель для душа,бальзам и шампунь разных запахов. Бальзам пахнет вкусно,кофеёчком. В следующий раз возьму Японию на пробу)))",1,5
"Изнанка носка  оставляет желать лучшего. Справа для сравнения носок конкурентов в такй жееоробке. Еще и в 1.5 раза дешевле.  Соответственно выбор в пользу последнего. 
По составу один в один",0,3
"почему пришли 9 тетрадей?????
а так всё нормально",0,1
Вкусный запах кофе,1,5
Вкусный мёд! Быстрая доставка. Рекомендую,1,5
"Не советую к покупке, выглядит дёшево, бабочки очень тонкие и гнуться, кажется из алюминия. После первой носки сломаются(",0,2
"Не понравился-во первых цвет далеко не бежевый,а какой-то желтый,во-вторых нитки везде торчат и уже строчки распустились.Увы!",0,3
"Всё отлично, чай хороший",1,5
"Масло с тонким, нежным ароматом, длительность заромата на коже  небольшая. Лёгкий запах аромапалочек мирры и ладана.",1,5
"Жесткая,неприятная синтетика,кроме яркого цвета больше никаких плюсов(",0,2
Плохо прошиты швы- распускаются на рукавах,0,3
"Карандашам ставлю 5. А вот службе доставки или сборки 2. Не увидела в пункте выдачи вмятину, так как все было запоковано. Такая вмятина, что в итоге коробка не закрывается. А я именно из-за этой коробки и брала. Спасибо огромное работникам WB. Когда уже будут привлекать к ответственности этих горемык? Может бы и внешний вид товара всегда всех устраивал.",1,5
